doi
10.1029/2022MS003013
10.5194/tc-2023-20
10.1175/JCLI-D-22-0467.1
10.1002/qj.4434
10.1016/j.ecolind.2022.109829
10.1111/jfr3.12895
10.1016/j.scitotenv.2023.162800
10.5194/essd-15-1329-2023
10.1016/j.ejrh.2023.101391
10.1111/2041-210X.14034
10.1029/2022EF002685
10.1002/hyp.14731
10.1007/s10021-023-00854-0
10.1002/hyp.14789
10.1016/j.scitotenv.2023.165095
10.1016/j.agwat.2023.108362
10.1016/j.coldregions.2023.103807
10.1080/07038992.2023.2215333
10.1088/1748-9326/ac9dae
10.1145/3539618.3591887
10.1139/er-2021-0109
10.2139/ssrn.4483935
10.1016/j.cbpb.2023.110875
10.3389/fpubh.2023.1186525
10.3201/eid2908.221580
10.1142/S2382624X23400040
10.5194/hess-2023-68
10.1016/j.chemosphere.2023.138991
10.1016/j.scitotenv.2023.163292
10.5194/hess-27-1201-2023
10.1002/eco.2530
10.1002/rra.4083
10.1103/PhysRevFluids.8.014502
10.1071/WF22112
10.1016/j.agrformet.2023.109657
10.5194/tc-14-1919-2020
10.1002/hyp.14881
10.5194/hess-2023-71
10.1016/j.aquatox.2023.106636
10.1002/anie.202212879
10.1029/2022WR032146
10.5194/gmd-16-659-2023
10.1002/ecs2.4605
10.1016/j.envres.2022.114439
10.3390/w15010076
10.2166/nh.2023.042
10.3390/w15040828
10.1111/coep.12583
10.1021/acs.est.2c04247
10.1016/j.jenvman.2023.118017
10.1016/j.aquatox.2023.106453
10.1021/acs.est.2c08463
10.1007/s00382-022-06370-6 
10.1016/j.advwatres.2023.104388
10.1088/2515-7620/acc56d
10.1029/2022WR032683
10.1016/j.envres.2022.114835
10.3389/frai.2022.871162
10.1016/j.agrformet.2023.109319
10.5334/cstp.448
10.1016/j.chemosphere.2023.138682
10.5281/zenodo.6473761
10.1002/ecs2.4472
10.1029/2022WR034094  
10.1002/hyp.14815
10.1021/acs.est.2c03647 
10.3390/w15020265
10.1016/j.coldregions.2023.103808
10.1029/2023EA002823
10.1016/j.chemosphere.2023.138405
10.3390/microorganisms11020504
10.1126/science.abo1324
10.3389/fmicb.2023.1048661
10.1016/j.wre.2023.100216
10.1007/s00271-022-00834-7
10.1007/s10750-023-05150-5
10.1016/j.envpol.2022.120843
10.1002/joc.8230
10.1016/j.ecolecon.2022.107724
10.3389/fsufs.2022.984290
10.1029/2022JD037981
10.3390/atmos14020396
10.5194/essd-15-1059-2023
10.1029/2021wr031778
10.5194/essd-2023-59
10.1111/gcb.16594
10.1038/s41558-023-01785-3
10.1002/eco.2516
10.5194/tc-17-63-2023
10.1111/gcb.16553
10.1002/hyp.14938
10.5194/hess-2022-279
10.1038/s41558-023-01657-w 
10.1061/JHYEFF.HEENG-5831
10.5194/gmd-2022-311
10.1016/j.scitotenv.2023.162749 
10.1111/gcb.16487
