DOI
10.1007/978-3-030-32587-9_11
10.1007/978-3-030-32587-9_9
10.1007/s00382-018-4231-2
10.1007/s11027-015-9662-z
10.1016/j.envsoft.2021.105185
10.1016/j.geomorph.2020.107585
10.1016/j.scitotenv.2018.04.381
10.1109/igarss.2018.8518535
10.1109/saner.2018.8330196
10.1109/saner.2018.8330213
10.1145/3180155.3180179
10.1145/3183440.3195003
10.1145/3183440.3195005
10.1175/JHM-D-17-0110.1
10.1175/JHM-D-18-0233.1
10.1515/intag-2017-0039
10.1515/intag-2017-0048
10.3390/toxins13120894
10.48550/arXiv.1803.10812
Focus to learn more
10.5194/hess-22-5057-2018
10.1002/eco.2141
10.1002/hyp.13522
10.1002/hyp.13840
10.1016/j.jhydrol.2020.124748
10.1038/s41561-019-0477-5
10.1038/s41561-019-0526-0
10.1039/c6en00572a
10.1139/cjb-2021-0194
10.1175/bams-d-18-0268.1
10.1186/s13595-022-01166-4
10.3390/d11090142
10.5194/bg-16-3491-2019
10.5194/hess-22-5057-2018
10.5194/tc-2021-124
10.1002/lno.11600
10.1007/s11600-022-00934-0
10.1016/j.jglr.2020.04.004
10.1029/2019wr027040
10.1061/(ASCE)WR.1943-5452.0001021
10.1080/14634988.2018.1536501
10.1111/2041-210x.13524
10.13140/rg.2.2.16652.05768
10.1371/journal.pone.0253972
10.3808/jei.201900416
10.4137/ehi.s10869
10.5194/hess-2019-297
10.5194/hess-2019-522
10.5194/hess-23-4635-2019
10.1002/essoar.10505333.1
10.1007%2fs10460-020-10059-z
10.1007/s11625-020-00901-y
10.1016/j.rse.2019.111594
10.1016/j.scitotenv.2021.145319
10.1016/j.sna.2022.113733
10.1029/2020JD032696
10.1080/08941920.2021.1979150
10.1086/710332
10.3389/fphys.2020.588313
10.4137/EHI.S10869
10.48550/arXiv.2006.12975
10.5194/egusphere-egu2020-20943
10.5194/gmd-2020-316
10.5281/zenodo.4679762
10.1039/D2EM00078D
10.1016/j.aquatox.2022.106375
10.1016/j.jhydrol.2022.128279
10.1016/j.seppur.2022.120679
10.3201/eid2809.220476
10.48550/arXiv.2112.10056
10.48550/arxiv.2212.03399
10.5194/hess-25-2045-2021
10.18293/SEKE2021-060
10.1016/j.scitotenv.2022.158239
10.1002/ael2.20084
10.1002/eco.2417
10.1002/hyp.14596
10.1002/hyp.14698
10.1002/jeq2.20369
10.1002/jeq2.20502
10.1002/lom3.10480 
10.1002/smr.2499
10.1007/s00382-022-06370-6 
10.1007/s10021-022-00772-7
10.1007/s10040-023-02720-8
10.1007/s10460-022-10312-7
10.1007/s10584-022-03360-9
10.1007/s13157-022-01606-x
10.1007/s40641-022-00183-9
10.1007/s42844-022-00060-2
10.1016/j.advwatres.2022.104163 
10.1016/j.agformet.2023.109319
10.1016/j.agrformet.2022.109113
10.1016/j.agrformet.2022.109115
10.1016/j.apgeochem.2022.105445
10.1016/j.apnum.2022.08.015
10.1016/j.atmosres.2022.106380
10.1016/j.atmosres.2022.106380 
10.1016/j.cam.2022.114418
10.1016/j.cbpc.2022.109381
10.1016/j.cdnut.2023.100055
10.1016/j.cliser.2022.100312
10.1016/j.eehl.2022.05.002
10.1016/j.envres.2022.113151
10.1016/j.envres.2022.113403
10.1016/j.fmre.2021.09.012
10.1016/j.forpol.2022.102756
10.1016/j.jcp.2022.111900
10.1016/j.jenvman.2022.116410
10.1016/j.jenvman.2022.116147
10.1016/j.jenvman.2022.116410
10.1016/j.jglr.2022.05.014
10.1016/j.jglr.2021.11.008
10.1016/j.jglr.2022.05.014
10.1016/j.jglr.2022.12.010
10.1016/j.jglr.2022.12.010 
10.1016/j.jhydrol.2022.128121
10.1016/j.jhydrol.2022.128323
10.1016/j.jhydrol.2022.128595
10.1016/j.jhydrol.2022.128611
10.1016/j.jhydrol.2023.129254
10.1016/j.jhydrol.2023.129414
10.1016/j.jhydrol.2023.129820
10.1016/j.oneear.2023.01.010
10.1016/j.rse.2022.113101
10.1016/j.rse.2022.113176
10.1016/j.scitotenv.2022.156566
10.1016/j.scitotenv.2022.156741
10.1016/j.scitotenv.2022.157288
10.1016/j.scitotenv.2022.157336
10.1016/j.scitotenv.2022.158239
10.1016/j.scitotenv.2022.158247
10.1016/j.scitotenv.2022.158547
10.1016/j.scitotenv.2022.159382
10.1016/j.scitotenv.2022.160077
10.1016/j.scitotenv.2023.162749 
10.1016/j.trac.2022.116639
10.1017/cft.2023.4
10.1017/jog.2022.67
10.1017/jog.2022.67 
10.1017/jog.2022.83
10.1021/acs.est.2c00973
10.1021/acs.est.2c01433
10.1021/acs.est.2c03017
10.1021/acs.est.2c03428
10.1021/acs.est.2c03647 
10.1021/acs.estlett.2c00431
10.1021/acschembio.2c00179
10.1021/acsearthspacechem.1c00197
10.1021/acsestwater.2c00191
10.1029/2021EF002571
10.1029/2021WR030573
10.1029/2021WR030772
10.1029/2021WR031557
10.1029/2021WR031641
10.1029/2021WR031753
10.1029/2021WR031778
10.1029/2022EA002320
10.1029/2022EF002685
10.1029/2022EF002814
10.1029/2022GB007403
10.1029/2022GB007651
10.1029/2022GC010807
10.1029/2022GL100924
10.1029/2022JD036935
10.1029/2022JD037981
10.1029/2022JG006923
10.1029/2022MS003013
10.1029/2022PA004498
10.1029/2022WR032146
10.1029/2022WR032344
10.1029/2022WR032683
10.1029/2022WR032694
10.1029/2022WR034094
10.1029/2022WR034094  
10.1029/2023EA002823
10.1038/d41586-023-00768-w
10.1038/s41467-022-34049-3
10.1038/s41558-023-01657-w 
10.1038/s41586-022-04917-5
10.1038/s43017-023-00450-9
10.1039/D1EM00544H
10.1039/D1EM00544H
10.1039/D2EM00078D
10.1061/(ASCE)EE.1943-7870.0001994
10.1061/JHYEFF.HEENG-5831
10.1071/WF21001
10.1071/WF22112
10.1080/07011784.2022.2090281
10.1080/07011784.2023.2173658
10.1080/07011784.2023.2194867
10.1080/07011784.2023.2218328
10.1080/07055900.2023.2251938
10.1080/17538947.2022.2160842
10.1088/1361-6439/ac821e 
10.1088/1748-9326/ac4cf3
10.1088/1748-9326/ac9702
10.1088/1748-9326/ac98d7
10.1088/1748-9326/acab17
10.1088/1748-9326/acbe52
10.1098/rsta.2021.0288
10.1103/PhysRevFluids.8.014502
10.1109/IMS37962.2022.9865376
10.1109/TGRS.2022.3212934
10.1111/2041-210X.14034
10.1111/ajae.12268
10.1111/ajae.12340
10.1111/fwb.13600
10.1111/gcb.16812
10.1111/gwmr.12540
10.1111/gwmr.12540
10.1111/jfr3.12835
10.1111/jfr3.12880
10.1111/nrm.12343
10.1128/mra.00362-22
10.1139/as-2023-0009
10.1139/facets-2022-0148   
10.1142/S2382624X23400040
10.1145/3510003.3510152
10.1145/3529372.3533280
10.1145/3582426
10.1155/2022/5218950
10.1175/BAMS-D-21-0106.1
10.1175/BAMS-D-21-0146.1
10.1175/JAMC-D-21-0202.1
10.1175/JAMC-D-21-0217.1
10.1175/JAMC-D-21-0217.1 
10.1175/JCLI-D-21-0028.1
10.1175/JCLI-D-21-1011.1
10.1175/JCLI-D-22-0467.1
10.1175/JCLI-D-22-0467.1 
10.1175/JCLI-D-22-0713.1
10.1175/JHM-D-21-0142.1
10.1175/JHM-D-21-0193.1
10.1175/WAF-D-22-0022.1
10.1186/s13717-021-00349-7
10.1186/s13717-022-00366-0
10.1371/journal.pone.0268425
10.15173/m.v1i42.3274
10.15353/cfs-rcea.v10i1.569
10.17190/AMF/1881566
10.21203/rs.3.rs-748153/v1
10.2139/ssrn.4021915
10.2166/wqrj.2022.018
10.22541/essoar.169143854.47061989/v1
10.3334/ORNLDAAC/2063
10.3389/fenvs.2022.1019610
10.3389/fenvs.2022.1020099 
10.3389/fenvs.2022.1020099 
10.3389/fenvs.2022.912107
10.3389/fenvs.2022.949339
10.3389/fevo.2022.869130
10.3390/nu14091915
10.3390/rs14030644 
10.1145/3524610.3527920
10.3808/jei.202200477
10.48550/arXiv.2206.11573
10.48550/arXiv.2208.00511
10.5194/bg-2023-92
10.5194/bg-20-2941-2023
10.5194/egusphere-2022-364
10.5194/egusphere-2023-142
10.5194/gmd-15-4163-2022
10.5194/gmd-15-6359-2022
10.5194/gmd-16-3809-2023
10.5194/hess-26-2605-2022
10.5194/hess-26-3537-2022
10.5194/hess-26-5555-2022
10.5194/hess-26-5917-2022
10.5194/hess-26-6185-2022
10.5194/hess-27-1865-2023
10.5194/hess-27-2173-2023
10.5194/hess-27-3525-2023
10.5194/tc-16-4201-2022
10.5194/tc-17-2367-2023
10.5194/tc-2022-193
10.5281/zenodo.6267353
10.5281/zenodo.6473761
10.54488/ijcar.2022.297
10.5751/ES-13337-270402
10.2139/ssrn.4135646
