"Costa, D., Shook, K., Spence, C, Elliott, J., Baulch, H., Wilson, H. and Pomeroy, J.W.: Predicting variable contributing areas, hydrological connectivity, and solute transport pathways for a Canadian Prairie basin. Water Resources Research, 56(12), e2020WR027984, https://doi.org/10.1029/2020WR027984, 2020   "
"De Haan, K., Khomik, M., Kessel, E., Green, A., Helgason, W., Macrae, M.L. and  Petrone, R.M.: Assessment of different water use efficiency calculations for dominant forage crops in the Great Lakes basin, Agriculture, 11(8), 739, https://doi.org/10.3390/agriculture11080739, 2021 "
"De Haan, K., Khomik, M., Kessel, E., Green, A., Helgason, W., Macrae, M.L. and  Petrone, R.M.: Ecosystem influences on carbon and water dynamics of two temperate forage crops, Agronomy (in press), 2022  "
"Golmohammadi, G., Rudra, R., Parkin, G., Kulasekera, P., Macrae, M.L., and Goel, P.K.: Assessment of impacts of climate change on tile discharge and nitrogen yield using the DRAINMOD model, Hydrology 8(1): 1, doi.org/10.3390/hydrology8010001, 2021 "
"Kokulan, V., Macrae, M.L., Lobb, D.A. and Ali, G.A.: Temporal variability in water and nutrient movement through vertisols into agricultural tile drains in the Northern Great Plains, Journal of Soil and Water Conservation 76(4): 317-328, doi.org/10.2489/jswc.2021.00099, 2021 "
"Kompanizare, M., Petrone, R.M., Macrae, M.L., De Haan, K., Khomik, M.: Assessment of effective LAI and water use efficiency in maize and alfalfa crops, using leaf-scale C3C4PM photosynthesis model and Eddy Covariance tower data, Science of the Total Environment, 802, 149628, 10.1016/j.scitotenv.2021.149628, 2022 "
"Liu J., Roste J., Baulch H.M., Elliott, J.A., Davies, J.M., Shupena-Soulodre, E.: Screening and scoping-level assessment of beneficial management practices in a Canadian prairie watershed. Canadian Water Resources Journal, 47, 83-109, doi:10.1080/07011784.2022.2032365, 2022  "
"Liu, J., Elliott, J.A., Wilson, H.F., Macrae, M.L., Baulch, H.M., and Lobb, D.A.: Phosphorus runoff from Canadian agricultural land: A dataset for 30 experimental fields, Data in Brief, 38, 107405, https://doi.org/10.1016/j.dib.2021.107405 , 2021  "
"Liu, J., Elliott, J.A., Wilson, H.F., Macrae, M.L., Baulch, H.M., Lobb, D.A.: Phosphorus runoff from Canadian agricultural land: A cross-region synthesis of edge-of-field results. Agricultural Water Management, 255, 107030. https://doi.org/10.1016/j.agwat.2021.107030, 2021  "
"Macrae, M.L., Jarvie, H., Brouwer, R., Gunn, G., Reid, K., Joosse, P., King, K., Kleinman, P.J., Smith, D., Williams, M. and Zonitzer, M.: One size does not fit all: Toward regional conservation practice guidance to reduce phosphorus loss risk in the Lake Erie watershed, Journal of Environmental Quality, 50(3), 529-546, https://doi.org/10.1002/jeq2.20218, 2021 "
